Date,Account_Number,Amount,Description
2024-05-10,DLTV18107438859988,1367.03,education
2024-08-22,ATCP93547711426982,1041.44,education
2024-11-01,EMIL79375317280470,1270.36,shopping
2024-10-28,EATE50345957206790,1912.57,utilities
2024-11-05,VFEO16421595405226,1802.95,transportation
2024-04-13,ZWUE85764223109107,58.82,entertainment
2024-11-23,GQNU64765509055080,783.06,home_improvement
2024-04-09,WJNG01742244202191,426.77,utilities
2024-07-18,PJZN80007419816978,612.69,groceries
2024-07-22,YSSO74327236177967,1345.13,travel
2024-08-06,LNBA73542782481441,148.27,insurance
2024-07-17,BKMM62585638332888,110.65,travel
2024-12-10,ONOC00694901282756,377.05,travel
2024-01-18,MPJX92641501925024,1445.09,groceries
2024-01-09,WHLT21653655307775,602.52,business
2023-12-22,CUCW87219173298854,1408.58,groceries
2024-01-08,FZWC14322169722158,1051.73,health_and_fitness
2024-05-02,XECP09799250598739,1440.65,transportation
2024-02-16,EPQP32353598395750,95.2,transportation
2024-04-01,KTNV87714998405553,1306.58,entertainment
2023-12-27,VONP19356750335621,546.65,education
2024-10-09,ZRRQ06754072682541,640.1,utilities
2024-05-02,YAGH78140245828527,117.68,groceries
2024-03-05,FRGE96497948713228,619.17,health_and_fitness
2024-10-16,ZWCV53042478036590,1983.73,education
2024-11-17,GGAO50992163015358,1570.65,misc
2024-02-17,ZBLO74858096645090,1221.65,transportation
2024-12-16,ZZZB43402593803880,794.13,dining
2024-07-03,HCVZ68746110171867,1178.16,dining
2024-08-26,QVUQ80268869225486,81.01,misc
2024-03-03,DFNG81405044126440,1017.63,business
2024-05-15,FMCM11765586240885,757.17,utilities
2024-04-02,TLZO11329532308560,1795.72,transportation
2024-01-02,MMMI82109958510417,1125.39,insurance
2024-06-27,NBVJ26620660496056,1186.36,education
2024-08-29,LVSQ58481661196509,1218.8,shopping
2024-03-15,AIYW10577150256771,735.56,entertainment
2024-08-31,GLYR86850185155949,810.39,donations
2024-03-17,QAFK83558211655559,157.55,education
2024-04-10,RSOA82404808754453,680.92,transportation
2024-12-17,VLJJ66427177841100,1354.52,travel
2024-09-03,DJLG88003603405961,1682.12,entertainment
2024-12-07,UTHJ93141159492866,222.16,education
2024-05-02,XXIA46059741912948,446.29,misc
2024-06-08,SAEN44183505506647,1142.88,education
2024-03-09,RKCY43163618722090,582.87,insurance
2024-06-14,EFTJ11142113726588,1909.95,transportation
2024-10-29,OCXF75565849282601,1968.26,transportation
2024-01-04,PHWB26082916320827,354.06,shopping
2024-08-04,VMBN32361449825698,37.42,education
2024-04-11,WDQP10614213734800,1395.44,groceries
2024-04-21,KTPV75567639695140,859.16,travel
2024-08-16,LTPZ58067094222054,1813.55,education
2024-11-01,GWNV93926549914315,566.09,education
2024-07-14,FMUX53420022342866,1997.01,misc
2024-02-22,NIBL60121946986878,1670.19,health_and_fitness
2024-07-21,NFBA97201038063303,1949.99,health_and_fitness
2024-06-24,BQUT02033036202542,1516.81,groceries
2024-08-13,PCXK29939127656608,445.64,home_improvement
2024-02-08,QZQY37292970059105,800.7,dining
2024-11-14,DQLQ71284878129451,1065.98,business
2024-11-18,OZMZ56294925031159,1410.63,transportation
2024-09-10,KEHP84792375786136,127.68,transportation
2024-07-14,JDTL32010339497716,431.08,health_and_fitness
2024-10-12,IYDQ84595063444669,826.77,travel
2024-09-22,CQQX41475914371230,1352.06,subscriptions
2024-11-08,SFEI55121470503794,449.01,home_improvement
2024-05-10,JXFR23002993595513,1411.78,groceries
2024-11-19,XSQX81914413988414,1753.57,health_and_fitness
2024-02-10,SKTK33292649672891,1883.24,misc
2024-10-14,IGWM20422796641426,1051.07,subscriptions
2024-03-15,HQWK71776357811487,605.03,insurance
2024-11-12,HTHZ41938563314951,1494.47,travel
2024-10-28,GTVN05315421079185,239.15,utilities
2024-05-20,WLAJ94332372293113,1573.78,travel
2024-06-03,YJUQ71675774220360,545.88,home_improvement
2024-07-28,NHAI35176383091622,1194.32,donations
2024-01-21,PUXI75548102620958,1735.4,utilities
2024-03-24,HNUN57616046738492,822.84,utilities
2024-01-31,MMBB26352720677027,912.31,insurance
2024-11-12,GXFW91362401474835,1205.47,business
2024-01-15,PFRC25234379490583,1089.89,health_and_fitness
2024-09-24,LRRH87169701939741,930.53,health_and_fitness
2024-06-15,ZTVC85014384399823,812.82,education
2024-10-30,NNUN45276963207889,237.98,utilities
2024-02-17,TJNT60360146735179,323.19,misc
2024-05-04,YTFD28787234154244,1669.43,health_and_fitness
2024-02-06,LEVZ15743495777763,410.24,utilities
2024-01-26,KWQD24513838024574,974.69,home_improvement
2024-02-27,QVYZ17479155780956,7.49,groceries
2024-01-29,MBXA88784023590633,1012.02,groceries
2024-10-31,KVHN58140344145823,763.2,subscriptions
2024-01-08,KFOB16792333309776,1808.31,dining
2024-04-23,KAVF34887620758434,155.66,home_improvement
2024-01-29,BHUL79273106136570,0.94,health_and_fitness
2024-11-11,SNPE04555571635961,1903.16,entertainment
2024-03-08,FNTW98529853318152,1261.26,misc
2024-04-19,CPMU19488193535106,1692.86,donations
2024-07-06,YCPL92731763207687,1343.38,transportation
2024-09-06,IREH49841442943408,285.18,utilities
2024-05-07,SOMN47480499356403,780.8,utilities
2024-11-13,UZXJ88486846076228,1106.61,entertainment
2024-11-14,TSBM92342829539273,1909.69,home_improvement
2024-08-26,SQRT33155603693901,268.06,donations
2024-08-21,QSTN25773313696765,1094.91,dining
2024-07-10,LIYE18061703660472,1831.38,transportation
2024-12-12,QVQF05398895588285,722.4,health_and_fitness
2024-01-31,OMNJ42513945273898,1997.69,dining
2024-06-22,CALI76865013169912,385.35,shopping
2024-01-01,DPOS35227470265021,1601.76,groceries
2024-11-13,OSDW15922262601772,1383.42,health_and_fitness
2024-10-21,XXJT52189902067180,460.21,entertainment
2024-10-20,UQAK23250054080383,556.99,dining
2024-09-24,DHDQ44749485239503,1654.15,donations
2024-02-14,MPSG67521810505898,42.36,donations
2024-06-18,GPWY71699792260588,1528.01,misc
2024-09-18,BLAV86243930697995,112.25,home_improvement
2024-03-28,OUFE43288078570301,1854.36,travel
2024-10-28,LOJV35101681255008,1899.79,donations
2024-09-29,ONDG02054966064172,1857.49,insurance
2023-12-22,MRFK62834571232425,520.06,education
2024-03-23,FTBT15745075499071,984.76,insurance
2024-06-20,WGBH61356060138835,817.54,business
2024-10-08,UEMW34139555052522,1665.99,health_and_fitness
2024-08-13,OFFO77314232020986,1439.61,utilities
2024-09-26,PPWI71660429128681,1528.22,health_and_fitness
2024-10-04,XEFN12362856522493,1769.46,education
2023-12-22,RMEY57065246586765,637.26,travel
2024-11-06,XVGN60602446448824,984.55,groceries
2024-08-31,OAIQ51979653148156,162.51,dining
2024-05-30,GAVK87707433123084,1781.86,utilities
2024-08-21,RYDT58010923301421,1169.81,misc
2024-02-24,UAWP66318272760159,709.09,utilities
2024-05-09,SHTJ65120085683262,1930.63,education
2024-04-21,NHOJ37864240559232,1827.91,misc
2024-07-27,XOAC92998357165503,1618.78,travel
2024-04-27,UTLU60031392974764,507.93,entertainment
2024-04-25,CMVU59293088687150,1044.92,dining
2024-05-09,GIXI16782235608786,1841.08,home_improvement
2023-12-30,LEPM99489702130650,794.6,health_and_fitness
2024-09-12,VJQF80752516853315,1913.96,dining
2024-10-07,JXXZ64442938927177,1355.89,subscriptions
2024-08-21,VEEV14902189805009,1335.48,entertainment
2024-12-17,ZTRI42327400037156,1966.9,business
2024-02-07,MEHP91688356034627,730.93,travel
2024-10-24,UXWL07819818239470,1748.72,subscriptions
2024-08-15,FZEZ90668093032665,607.16,education
2024-04-27,EGPN67283544396904,213.74,utilities
2024-10-27,SXNX40097864934509,1869.97,dining
2024-09-18,JGDN19520999216337,1389.6,shopping
2024-11-09,ODAD94481171009298,513.73,subscriptions
2024-05-25,STVH12340420577086,1831.37,health_and_fitness
2024-02-11,YRQX58145892787259,104.43,entertainment
2024-11-07,GCYD17714802623347,602.32,shopping
2024-07-21,KTWN11333426459231,1782.55,home_improvement
2024-01-25,JQRX61614904910095,394.61,entertainment
2024-09-11,BDFK40297387798114,1934.45,groceries
2024-06-09,KPSO57243546669577,1183.38,groceries
2024-06-15,KQTJ32981084350329,1123.35,dining
2024-05-25,VWTL55782753727884,1166.45,business
2024-04-11,GJSL87111289434443,644.7,business
2024-04-20,GINZ05346945385410,763.19,education
2024-03-02,MYDT28815494482396,1326.89,business
2024-12-14,ONVY76422148815268,1217.83,insurance
2024-01-29,NOWE20941443870036,506.0,donations
2024-05-11,MSXS95767174836248,1487.59,groceries
2024-05-19,HYAD53619595937010,1281.58,groceries
2024-08-14,PPCM86867103894723,214.85,shopping
2024-04-14,FSFY41614291128387,288.22,groceries
2024-03-05,LHGF76983702997847,1331.72,donations
2024-10-12,TWZG38486420786115,179.17,misc
2024-06-11,MOMA04588288495777,194.42,business
2024-07-30,FUVD36014794341584,1307.68,utilities
2024-02-17,FTDA77257603881118,1914.75,travel
2023-12-26,EIZN88373401650536,1612.51,insurance
2024-06-22,JJSN88545724435872,1012.91,health_and_fitness
2024-01-23,YNQS72317655654306,668.63,home_improvement
2024-12-18,TFPA99423085585302,434.62,dining
2024-03-23,ACGO93584503212046,8.36,donations
2024-12-13,QGMO58560535806955,996.75,donations
2024-07-15,UOQK42916486814747,1318.83,groceries
2024-11-14,EOPQ53426353596832,708.38,dining
2024-02-09,TQAM73977779694752,251.36,donations
2024-07-02,UKKV74117462828357,1940.51,subscriptions
2024-01-03,XQFW48168434145503,10.46,home_improvement
2024-07-04,DFHL43137782670545,139.93,donations
2024-12-03,ACVG04996202338767,1643.42,travel
2024-04-15,MSEB02538592444853,726.99,health_and_fitness
2024-01-13,RJVG19609233793340,703.34,shopping
2024-07-22,MQSO43698110541563,411.45,education
2024-09-30,XNRG60424737889360,258.32,home_improvement
2024-07-24,PECN84296799795797,1624.63,transportation
2024-06-21,YERQ02390676338239,1421.36,business
2024-08-11,UXXT55095563443546,1617.1,shopping
2024-09-13,HYSH75001027890384,231.42,education
2024-10-06,AKHI93009992313999,1626.81,travel
2024-11-16,SNUO16271645242398,1103.37,dining
2024-05-29,ZBNU74659004140986,550.97,business
2023-12-27,ZEFV71284286981925,808.18,travel
2024-07-19,TRPD92747267381441,1049.18,home_improvement
2024-10-22,HXIK00622518816965,744.99,subscriptions
2024-02-01,ZPJH16778024467962,282.5,groceries
2024-03-30,NGWJ71580231136483,1889.43,dining
2024-03-09,JYEQ06761487423149,1214.44,donations
2024-08-18,MJWV28674804090488,1175.73,entertainment
2024-08-28,GHJQ56809644755607,161.12,misc
2024-04-16,TJFZ79776527721844,1589.76,health_and_fitness
2024-05-09,KYEK54714006602551,1756.7,travel
2024-03-19,BHKQ31927406576470,1922.5,business
2024-01-31,NZRP78736839549987,1861.75,misc
2024-02-03,JTJX18503960084287,85.49,groceries
2024-11-05,OXBJ27891606301426,1070.53,subscriptions
2024-01-29,KSYL40974976120267,1009.52,transportation
2024-11-12,IRQI21586942423997,1991.8,utilities
2024-11-11,QZND16102092512948,1923.43,donations
2024-09-20,ZDAO86178688713750,345.68,utilities
2024-02-12,PZWT15319962187896,1970.92,travel
2024-03-12,POWO92262814707355,483.93,health_and_fitness
2024-07-16,WGAS26872974154357,1532.7,health_and_fitness
2024-07-06,SILJ65383397616362,1967.18,dining
2024-05-04,FOUD64485076913647,757.31,entertainment
2024-12-02,IHMH90928188032691,1856.85,subscriptions
2024-01-13,XYTR38021745736896,1537.68,dining
2024-04-06,NTHM11206677055996,969.53,utilities
2024-08-19,TASF73388248347692,753.25,health_and_fitness
2024-09-28,GDBT69812261218010,292.62,donations
2024-04-13,BULQ32574018466888,997.37,misc
2024-03-24,CCXM04167936302300,1857.95,education
2024-12-13,NQDO31166445695546,1111.25,donations
2024-01-28,NNLU55435569635878,404.69,misc
2024-12-13,MEEJ91011309290456,1725.68,donations
2023-12-31,BDEB71811769836174,623.68,transportation
2024-06-22,XHCY05368098039695,1018.03,shopping
2024-04-06,ZVSK34989584661873,1060.52,transportation
2024-12-12,ILIH22126326078579,843.67,insurance
2024-05-29,CFBD76323816027630,338.19,groceries
2024-12-13,HQLA53502832672253,1635.66,health_and_fitness
2024-10-14,CLYE48148040711708,357.85,donations
2024-04-19,HJHX42011037592937,1593.94,shopping
2024-03-23,KWIE20544203391609,1560.93,education
2024-01-25,WMEJ73271101771415,821.51,groceries
2024-11-30,OANU83191018068583,1187.43,groceries
2024-11-29,UCGR68734914891769,1628.33,entertainment
2024-02-22,NNHK80463913002923,1867.15,shopping
2024-05-04,SBNS18181067252178,1835.8,donations
2024-09-30,EUJP89693110218564,350.38,health_and_fitness
2024-10-11,LIAW82518605328330,1572.25,donations
2024-12-13,JQID53816852878609,403.36,insurance
2024-10-31,AGWX34905650556900,1391.98,education
2024-07-03,WUGS95712224388562,1832.56,groceries
2024-09-12,TQEV95442465336316,821.1,transportation
2024-08-22,NEHC00362269864564,1804.06,utilities
2024-06-07,DUMX38736443649268,1247.32,transportation
2024-04-20,AUTF85744661954301,678.53,travel
2024-10-14,TMNO71878841847855,1794.24,dining
2024-02-27,YEOG37708163608323,758.39,home_improvement
2024-12-15,XIQZ44423588891809,1475.37,utilities
2024-11-06,LWED13230550014138,327.17,health_and_fitness
2024-03-27,UAKX84066256917743,29.02,misc
2024-12-13,JTUC50950858965692,333.68,business
2024-01-10,TXZB49444949805401,1247.64,travel
2023-12-30,DPNU31753512448841,1432.63,shopping
2024-01-30,KVND46750034387098,1647.56,home_improvement
2024-11-03,ZZQK80393196362047,309.26,entertainment
2024-09-10,ICPO46081843311430,1016.26,business
2024-09-04,UQOG73854784632966,360.67,education
2023-12-25,HSDW46524471433156,1128.88,education
2024-09-19,ZTTN99179392337436,588.92,subscriptions
2024-05-22,FUST30517223429720,1552.15,dining
2024-06-22,KPAO43368393119292,739.03,subscriptions
2024-07-09,BEQD01285944275949,271.21,travel
2024-07-15,PEAS31682492546145,1737.49,misc
2024-06-05,YDBC16055990110594,911.0,subscriptions
2024-03-07,INRE67245992541463,187.98,travel
2024-06-15,DXTA74642253332512,1399.01,health_and_fitness
2024-02-28,USNQ12176840699246,1443.95,home_improvement
2024-10-22,KBUZ65146876341085,1185.63,donations
2024-07-03,IGTN59355073056624,370.95,misc
2024-11-13,YJZR41991356443614,1152.81,entertainment
2024-11-01,FKXL80843511573134,280.15,donations
2024-10-18,HYHZ92983926541360,1910.02,entertainment
2024-01-12,CWXM16996376472113,988.12,utilities
2024-11-10,EUJC07580878762197,757.28,home_improvement
2024-09-23,TOQG49650685861264,1616.33,insurance
2024-05-18,BUWM10318188687827,1749.33,utilities
2024-08-07,LLZL80901963797056,1834.91,utilities
2024-10-17,DDDB15147939122252,30.91,home_improvement
2024-04-06,HZUW24783826114910,1631.02,entertainment
2024-12-02,DFNL92550378043874,484.24,health_and_fitness
2024-08-20,BGIX78859541391270,1336.47,home_improvement
2024-04-13,HFAQ12759449533225,1494.61,subscriptions
2024-02-07,XJWZ19724821903578,108.76,health_and_fitness
2024-02-11,HQDR76783856582463,855.69,travel
2024-08-12,JCHX24423410213212,1760.96,subscriptions
2024-06-06,TRXQ95000928083313,186.39,home_improvement
2024-03-08,LRPR87695720711796,1951.22,health_and_fitness
2024-07-28,EKIS88952726302924,1395.53,misc
2024-02-26,IMGI20630078494201,658.76,travel
2024-11-19,DRDI35434716364529,440.51,groceries
2024-09-18,ADOL03025001238856,56.93,donations
2023-12-29,UEIP97087610276901,787.83,dining
2024-01-12,HNHT74355875356344,1847.53,dining
2024-08-12,OEDV44347988780749,471.14,donations
2023-12-30,ITAZ18238876441369,555.8,groceries
2024-03-29,ABGF22663289137460,936.23,transportation
2024-09-11,NLGH71785232099895,495.41,home_improvement
2024-11-07,KQKJ92671035294364,1714.61,utilities
2024-08-26,FHAI30118853718721,244.7,health_and_fitness
2024-02-15,ZOEK35086481286797,210.18,home_improvement
2024-07-23,VLFQ74126266310791,1077.51,business
2024-11-29,GLXE13607344224624,1824.6,transportation
2024-10-10,UOMD20009668392177,1948.74,transportation
2024-06-22,SNAO53308080538364,1937.32,misc
2024-06-18,EIVS23434818689015,1693.01,donations
2024-03-20,IRIC51268936065703,258.43,insurance
2024-01-14,EJGM57179981794857,1209.17,donations
2024-02-03,WHVK14492305501404,1390.55,transportation
2024-09-26,KJNR32171351258629,267.61,home_improvement
2024-06-20,BOOC17983446946830,1792.49,education
2024-05-15,DQDR92735824575227,1871.9,donations
2024-04-29,LRAZ56100930229729,245.65,subscriptions
2024-07-16,IGFD72795057391849,1746.14,transportation
2024-05-24,OMIK90271342420843,1212.65,health_and_fitness
2024-10-17,DEVB76422132963936,325.92,shopping
2024-01-16,NOAM64521572719127,108.19,education
2024-08-06,IBLF22867187501435,879.03,entertainment
2024-03-02,ENQM72663867248642,1661.99,travel
2024-05-26,XAYQ25372907055077,317.16,health_and_fitness
2024-09-08,ITXT40616984454875,110.8,health_and_fitness
2024-01-25,LDRT37679404174635,1769.34,insurance
2024-10-08,SOTC53665113671449,583.18,dining
2024-10-17,UQND61378497740222,1060.71,groceries
2024-01-13,BSTD58709632095902,976.72,entertainment
2024-01-20,GWKB02976455155099,440.18,shopping
2024-05-28,IRHP51628849169200,8.05,health_and_fitness
2024-02-25,KIPD86612408600575,1480.35,travel
2024-01-22,EOGI98477718902395,96.28,business
2024-03-17,HEJN97005268283241,1305.0,donations
2024-04-04,NKBG30330282957627,1574.89,insurance
2024-09-29,UKPW28818632345973,941.15,dining
2024-08-05,OJKP04128983092947,1916.81,subscriptions
2024-06-14,AURX15909480424702,1925.25,transportation
2024-09-28,ZLEQ08610732389136,1236.65,groceries
2024-09-24,DOJC81357407581352,336.29,travel
2024-10-10,SGYO12326337433149,920.96,misc
2024-08-07,LOJP21852440056806,1135.4,business
2024-09-11,CSMJ23105006007443,1472.71,shopping
2024-07-02,ZKVZ08062159317799,796.7,health_and_fitness
2024-04-02,ATBR45995502929140,1197.58,education
2024-09-09,TMBS85800738671440,1424.82,misc
2024-01-01,EHVJ13396945813048,676.62,education
2024-01-23,WUMB15112673086374,1024.62,groceries
2024-04-04,GRUV71779992612009,793.15,health_and_fitness
2024-06-25,FCSU95007347888524,1674.03,misc
2023-12-29,LHAQ04474444896720,1545.56,health_and_fitness
2024-12-13,IJLY20947968046787,445.6,shopping
2024-12-08,FWUT71928183734379,1693.88,donations
2024-10-12,NPKP06779506693008,1274.22,home_improvement
2024-05-22,GTUY46365428053725,266.96,health_and_fitness
2024-11-09,CXRE81591893315277,1361.02,health_and_fitness
2024-05-19,ZWLU71838485780734,723.1,insurance
2024-01-11,LPDE20118140553749,164.74,transportation
2024-06-17,VPYK22154537897656,612.38,groceries
2024-11-21,LJKO40234315531067,1680.1,business
2024-12-18,KNIS68762626610240,1251.87,transportation
2024-10-03,GRIP92317736090802,1192.68,subscriptions
2024-06-18,GCNU35822203638366,1658.2,insurance
2024-07-17,SITH27990957988624,1673.37,home_improvement
2023-12-23,HSWY07134122180304,1469.89,utilities
2024-03-09,DNUI69926476648505,1236.24,education
2024-05-05,UIZZ36941088384366,518.89,insurance
2023-12-31,GDTI70593334566916,104.14,education
2024-06-18,SKOM42741872028034,275.63,misc
2024-09-14,YRRW47378955148285,57.57,shopping
2024-01-30,SFLI69844413733869,903.42,education
2024-11-10,EKMD08471305234677,1776.8,groceries
2024-02-15,AQIJ35704448598218,411.27,dining
2024-11-21,HWRI57244634682691,1770.3,subscriptions
2024-11-06,OSMP75086337546568,1027.2,travel
2024-09-24,WBRL19753334949684,1213.48,health_and_fitness
2024-03-17,SPOI06227385403233,1590.69,travel
2024-03-14,KRDH69466175876254,555.12,utilities
2024-10-10,XTKM55676983565590,938.97,misc
2024-10-29,LQYL02338091834299,828.27,donations
